"@timestamp","host.name","source.ip","destination.ip","related.ip","network.type","bytes_in","bytes_out",type,"dns.question.registered_domain","dns.question.top_level_domain",query,"source.port","destination.port",status
"Oct 25, 2022 @ 01:26:16.933",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, B1ppKNAlC6v4aJIOAbNAHOcPz//5Rzp9d2nmxgEd4UwhMHNsP7Iuqj34N-.coevrbZ7Q0GBKQ*XVsRi3Y5kqA3zSZ2pUYQxhvtz6owawPszmr0SqAS8Q-.LnIBiZ6apRSE*Q1ARmnkjEh2aPOmtOPCAbdmmPvTzLrGK7mt7NzTRcmG5-.evdegHwm2MtDJ2DNBZJN4hNPupsRmPVKnU041JrqRxlPYR0LGHkBmKx*P-.data.tar.gz",59204,53,OK
"Oct 25, 2022 @ 01:26:16.913",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 2vj4yHDuJ4f5gdoJ56tkuvfJW1W3wD9ZQ//EblD9xJsb3wZVevLJ3gGCe-.1O/Z4NxcBalJ4Tq6LqTbsxdg4spyxRaLFZFBTvxYvaTeAvpTE*7Prjf0y-.kwOhdoma2I71993nn93RfJBuJ12VzUcQJmaGsK3Riz7pWePx6DNw9v/UP-.Qow7rWj1RGnqSYyA*6zV29iJ7nsI98Hando3gslvOSwEehvNRWASvkwKs-.data.tar.gz",58907,53,OK
"Oct 25, 2022 @ 01:26:16.894",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, XWyR72ldI1kVfcl0skUsoDwzKPkkEkplmy3SeAxV50GZZLSFISCSSFQlo-.GSy2iIaGBbVaSiRzLYIv*CIVkVfKtdtAQEcTDivTMDBVLhFVceCVq76w5-.lyC4VPEbdy93sgk25hzwfdV7nnlci0W4RfClJZ*ZdOxFsseBhX5n*ZPL1-.FNkBKWVkAHk7jWyj9xK3eCOXT/Ba5AW51G/RwEuBCHnCIJCqjL5skuNpu-.data.tar.gz",34293,53,OK
"Oct 25, 2022 @ 01:26:16.873",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, H1oj9kNJMAtX62JKaY0k7CbJLPDXmcS8rMeeuXkoPCKlQ435EkjvrvS0c-.DPYY/RRZovhwRyfhe6nXeP9BGx5KUALuCMZR2XZk4YryRxNAas5LgstJr-.K42ZhU5SEFw/Fop91yqilKR4LGZg2crQ4G3KQssO4IZH4UQFULtQyVjGV-.8vIPEbXO0FgXXrHRNz*Oz3A/tZFRM5o3sFW2EfXI62ELnh9PsCNNTCHg4-.data.tar.gz",53426,53,OK
"Oct 25, 2022 @ 01:26:16.854",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, fjC7YVFjIyXd5gjYyX5YtARRcJyn72rCv02OWGQjJKZu0/hxMX7MiWoaf-.5xascjeUNVg828TLxahdxkBb6opAnYTMxYaXNZgD9zN21jUA7DL8gxubQ-.Ss0zoWMUCoBkVgJ*tjob1BjeOPk0IW4BeIs6bRowMdENPm7N9OQsl/SP/-.fppss7n3NMX8nGWWR8WesQeW7TVVZFJoyJhrk/jaTZRF*JJqzvTt5Lot8-.data.tar.gz",48274,53,OK
"Oct 25, 2022 @ 01:26:16.842",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,526B,526B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:26:16.833",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, rMf5upGDmdFR2kz5/iZiKKeRd/PHpVgP8lEAHLbLSURS0n1zA9/DqNCPs-.*uQ8qVsN0ldwToALLFM9NJmsrZwYeleWpjZqhAo4qWB7mjqPFCCCUpLA4-.sWejH2zsbTeJGrnxb54Nsy3VkiALmrIbAUjD0NS6ZIvN7gECbXLYsls7t-.icVc41Y/J/hqGsrmDDucgLEBnE7TWgO/hDIVF*LkiTeJf5y8sWqylZB3s-.data.tar.gz",49006,53,OK
"Oct 25, 2022 @ 01:26:16.812",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, H4nzhUa5M5M5s9JEUSyk87UOHBxPK2KVTE7aDMEd3JVdItapuTqdThT/L-.TIwJENoZ2IPpQB2UpIl6cjitor/4PVtC*z*JK7MwkrP*JqMB1Gc4tae4l-.XQ5hThvelF**ZezrNOvPbN/uXMcUrk7kKgCYRsWrTMfGJ*JSgRrswBdDi-.DWhOA42RrBS0vswv4kjaPLv3urFxTWeiIkpzGuraSHYyK2kkSAX/Je9RB-.data.tar.gz",50310,53,OK
"Oct 25, 2022 @ 01:26:16.792",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, yybmSGbm6vWGoqmeLzw998dhkx5eFs0x3Lw9jIWtVaPVu4925kWeHWWu2-.9rtCUb9owH3rWkTOmg9htJA62*MW6NSvYvlKEKdQXik*GU7KtSgNs8gOY-.Iyz*I7njWPatbhW8cE/ITmva0EyfG8rRTfkSR9Mwp*NYqadF338RyBn/d-.QFrD0KZOO368nV4eZtVqL6ezTZAo1*WWP9NELs3dln*tFzs34jj1VaJCu-.data.tar.gz",56868,53,OK
"Oct 25, 2022 @ 01:26:16.773",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 8hgsjTWdntpZkyZV9xrDURT3BtmRZPLKv51142NbGxTIDJIjSGMW39EMo-.I6d1U6uF/7UqqTn2iVf12PAFKfsxskNuGWC7rRee5uPtinZuI8pV0COw9-.XbuZ7NIPg4CkePJ5jgDjYA9SoKB1fGqx106iBB8Hcb1Ux4zIxYxXb9IGp-.QqjNIjqDxsviOI1i2nRrwxC1YO2UwX1pfv3ZO7UQpDbZ/FssRBGAP4dFU-.data.tar.gz",52758,53,OK
"Oct 25, 2022 @ 01:26:16.753",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, QTzZ2b0gGLTIlixbIrWiZFsb5GccDjjggPtt90uumqQelEmZNkktk4vii-.USyWVVdXV2PflS/fvNds*jOz19bJC**Wdfuw*vvvnjTQDMtg3TO2fhNiN-.lUBxDX25HY7nw6bkLM4mltO34WgFoN50E32ZPVQF3AvDdQgXg7W6CtP9T-.16uWQBX83nXT9cNpUN8lgaLqTZJEdoYtYjDp2WMfxmYKrBtm4j*cIzLyH-.data.tar.gz",35010,53,OK
"Oct 25, 2022 @ 01:26:16.733",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, dEjatnOw2gzt249rTAeaoAdYiJ4RIRk63rSXTQaYboc*Yu*pcdJjm72dk-.W8iWGf*y5LMkptrZQK2tSRvUyJg5UDU7Fv/jpnahGqCPYND1*EAijLHwy-.rwj3unAOxnxJukQT7l0XzdKz7lPyI5T68j8fbVxcnZ2/5ZpzSO*v2z6*O-.rb/bZ15Ozm4//Y*9Zexs3ksxnA/cL7gvhzQEzQST3k92tnBY7GU*SySWZ-.data.tar.gz",32812,53,OK
"Oct 25, 2022 @ 01:26:16.713",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, n5JJzlE*dte1R2HIjQLfJ1FZsQi6CMOOZdNM4OKU*t7HEcGEW1kRDQ0fJ-.Sm5D*JJxpK7vazNOFyTDdpUJJp8izM50TyUTRa57sr57gwjUpqSfJ4690-.HGT8fMGKmx0USW*Eoqc2dhtCw*efDRhLlbm0deFtelBF6Y9htzAa*CrLc-.f1vGxbBaxJMAV42htrRczULPP0MgTeLxje5OSQcb**QFeXcc*Wkw8jV73-.data.tar.gz",39995,53,OK
"Oct 25, 2022 @ 01:26:16.694",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 9UkqTU3ZmRoBOaqnCAoSPV*zBsqSru1MGFN/bV9XVd*BYBB54QTzdHtZJ-.qxQo*zw8Gpt**7SlxvQ7LXQ1c1dunVG*HZtXW/XV7Ujkr1msrpk7UJ2jD-.vYzJVolW428TAu*mASNg4dUdw7ZaT3NJVIwyvNJhe8dkaDNvG*C3r675D-.*wottC8mYZ0qJ5kHhQG2zNHmzqULAXwW3AIVFDzn08t7NuPlC3CIQ0wuY-.data.tar.gz",43475,53,OK
"Oct 25, 2022 @ 01:26:16.675",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, aaM185x012m7J4TQKJNGU6/iwl9MFqsRSn55i//7vMUX*jbG3IcZ8xRf6-.uHF9Hxzf*vFx6Wz9epTO4yHYLgtvWpzLS/LtfqTz2hhOnNnAiKfBj*Ij6-.nls6Uia/3Mn*ZsD02YY055n8NbX5yTJGGR23z3sC/XgDTzzSzTFewCdEy-.vTy1kPQVGZ96e65IyWCCXVDxnmUYbE3QW/3T8cRAJPvA*LVQcu72FlPj7-.data.tar.gz",51810,53,OK
"Oct 25, 2022 @ 01:26:16.654",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, RlHyXLWzHTee7FPHtpCbzx5ZQjw8okqzTuaQjfnodNbcmAs00YKU0O2qn-.8tJOZB/KhNsgP9cuSgG/k9loojr/ZNboqKVfvJQLbXVs7NRdsQzqck9G7-.6N1BZUz7NQrKj*Dun9TCVfpT3bzfkZxNH*ezayzyC1s7bsgIg7CULfHpP-.c6QKdPOYk6kqHFM*gB3zSicGfOZHvxp1A46q8E5lZGIOzxVbXo6FCtcgA-.data.tar.gz",33543,53,OK
"Oct 25, 2022 @ 01:26:16.634",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, R6idzMxZ8AjYMNy66AEvDuPUGTs4Hp48njGo5yy6DfCdkx6bMQmtBSDvB-.2sYxi7UpGKkwb/RNd*2t7b0dqSH6YK7pVXUZ89tRvneF*bcqBO8MODJI9-.k77hBj/3TBMEi5gklFnU6aA9D17tCzLLSzSYJLsE7g6aKOe*GT*5c8gO5-.LAyw0j9Rd89j3JPLjdK8qpwZ*thgQxk56h5lHn4XYJA/CZyJld99HFWJl-.data.tar.gz",45183,53,OK
"Oct 25, 2022 @ 01:26:16.614",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 3R1nSLvB6KQKHo6hQUBDQONNd7MDGj4safDqnsjLvN4BfpA4vg/Lrgwow-.P*6oOBHTq8b5rFx0hij3nXSv7A07nUl/h51YM17CuCrHeCfoD48iSNonx-.CHmMQbXbTQNHHSjIZBB/nsQnroX1ABpRvhHOXjUGPjyyp/uminNB7SQSZ-.1o*nuhnYZiqK7gfxAXBJ5MSaXQSJaByRS8veEZHkG4gQqtYtx4SQJHi5A-.data.tar.gz",42034,53,OK
"Oct 25, 2022 @ 01:26:16.594",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, sDomYGpd16C7caCplECHYirSJtpjJ5NHvIFwSth2TJziMhRskyKyxX5IR-.DkNzYDhLtsxbTuZUuvTttnS3b93wDjy2Z5A5WYSD*W2h/PilGwLQj8kaR-.qnGR/Gw3aihQNgERy2IPYwIiTMhJSwqPc9ie4RJFMZeFB6URyRnhNN*Yf-.RBo3URGCShmHgKoAvyx3AZySfgKDEYdZTLF7kpQ5oYMwElKgewMt8F7XA-.data.tar.gz",38131,53,OK
"Oct 25, 2022 @ 01:26:16.575",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 5qXxg5XSWI7PnZQf/qhl*u8sIxFYQUtc18fTOsNLu3iCbQ9YQBwAkUAjA-.21VNHlJlAzFFD6cHZ1en/Efv358MqKoq6ZsCU6eg0yNSZRngq5pqiWYki-.VLIii3zijAb90S5E4JmBLoyG4IaBoloHRHgNbAMDvrg4KA1DEB0xLUbgl-.0J6a6QQeCKHdOQemSAjaS0dlQ03VKQO*YgKF1NtQKAmJ3gmpSAmp3Q40R-.data.tar.gz",33742,53,OK
"Oct 25, 2022 @ 01:26:16.555",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, JVknmuKaojdQDU3VvIHhEl02Bq7oqZ6hExAv04Iy2EKb0diQa0uo0TlrC-.grNo2SxKFTPcn3XMlVFVXyiuIquKb7hmBp0NvSo76ue5/ui4hFfdUXdx5-.skriO6O80D13jBN6CHrfM4LrPZAMOFhpgTRRtjrpViSpDE6p241SvItH7-.Fle1ZAfownUS2H0EpJ6xe6SpfF4q*R9OHrLwdZUBjgHa/XYn5JOmKYVry-.data.tar.gz",45665,53,OK
"Oct 25, 2022 @ 01:26:16.535",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, IpYiDQxTchRLdh3D1QzRcVxH1n0iGbrl*bpkONJAVAx/Q3hNthRLUzxL9-.BRX1hVL9DWdyLAAlKBiA8URB6KnYb0UQ3cGpq76jqsaZiM8nlO0FhCcDY-.oIzc1UFhKsDYsJ2sYFBWWLogJ0DrSQr3gDxfAkWfZdU5V8fUBUz1dk2fU-.k0ZccTTNdV4R/qSAGmudaG7WBvlEhwdiw2GaNRQsKgy2KCg4I*MC1PNd1-.data.tar.gz",43885,53,OK
"Oct 25, 2022 @ 01:26:16.514",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 1n4ha2blgpskcjxGbO6NQOSeGOuE9XF5GYDGz/ODdBbKQinc3VnkhQP2F-.5Wihcw/AuruHAN89Uxe4ZUejUvM*8Rd/0kC6pps*U0ZRmz1i8pMT0uuPp-.k18uqbQnxWX8xbefUdE6E1z4UkSJreCRkJB/SC5malBFmViG5JuqzJsuc-.NNFPVHXmgysT1ZNWVDFVXLUlzJE3TDUvXdde0HGugSJvCm6o30E3TdxzJ-.data.tar.gz",51950,53,OK
"Oct 25, 2022 @ 01:26:16.488",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, K7LFQirXyDrVQbfxBNNCwvhrVGlrXpcabOl1RWEtf5iNlh*V2mjp8YJuq-.FMFS087Gvm/xvyvMf9rzP8jx3z7xkqCArC0s7LdNg27vLsebodNn3j9Zh-.W3ETcY7Z11Ua/YzSxhduCG7vAyt/PlnTOKxvacFZ1uDs*CPa7fSDa23HP-.eOFJBEZygCr4SN2iRDw*j0lbLq8175bfOvdMKXxQH3qnv*jr*V6MRlAEI-.data.tar.gz",48204,53,OK
"Oct 25, 2022 @ 01:26:16.468",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, N81WKJR6/VGjLmq0w8Ijxx/jo2wWU7p8kefTFTpBdrf8jI7uusFcN3brh-.mqNPqkdrAsP78ZkvMqdE8aTlcYZOI/Lj*7jwCPLDz0/jVcwB2GcJCvUcy-.dZ*Rz9vFfaduIHKw/9YKXWFU1Tr1gWnsYJSZ08Tld6gumXGnWyyOjqo1K-.hLJajpvtKp*XjFYbuYaWzUs3MyVakIAknQ5/crxTNncFghadi/lmkjl7E-.data.tar.gz",39478,53,OK
"Oct 25, 2022 @ 01:26:16.449",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, X99MPwRjrX/0I379*kYavX/1*CV23zuOcP/j/au*8vAh808ev71RvrwLF-.O9uKE*lFkYqAax/g6KyqTS1WRgPadVk02prWqzauWNEZ2/S29*/Jd5X4e-.3xh9G5FwXq5SgimRbn/fFH3SP6*OFW/Pu9o6bB5*83Jxdy3r8S9Hf9I*1-.m7L2JrvvmZ3WsTq74*8vXXz7fXd*cfLsQRqcKL7Uw8kuz/dJsvzTbL822-.data.tar.gz",50370,53,OK
"Oct 25, 2022 @ 01:26:16.431",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Q8kSNflQPKTBoQ6Nw8PD6gBhnmitxdygvQz05wZlIq*1EI0311pq7LSzF-.CYbwARhayEMtdZaCKOzthaiESBbS5XRFNv7hcZHbG*HIGsXhSDdoGswrm-.B7c9Fofq3FMGrtJlJFtUQRVZWV183W8kXU09bycyfOdmhMaN9WqAzM/Lv-.**/c3tx8vBsfZ78N395PPR9r519N3knL8ZfgNdEl4c8Kf32ef*278xYvf-.data.tar.gz",51851,53,OK
"Oct 25, 2022 @ 01:26:16.411",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 7h5qiyQWDgp45hdNovuFO4OVGIRPOAF6wY4qspe0oRfOJIQuT0jKs6/e/-.ARsp8hBlTz2UAE8JPmLY0clf5XJn1gk5tTrNv4yEu3RX36vIEz9OFKvVx-.O4YZ7NBWwFeiZFLx5Wbib9Pwjg7IerHJcV0eFr0b6kATvYWQe0iFZmo5/-.fj0LviYcCZD3TJ4vp5gcZlBfG8GsnpllMfHpXszjTpzKxxHeFaRrr9PCP-.data.tar.gz",32829,53,OK
"Oct 25, 2022 @ 01:26:16.391",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, wY4He0Xz9olG7jI3jB8GQTZqRkVjTrTE9RK2gNrG41ZoPsmU/cLtEc3Lm-.6yXrdHaRGU7NLfJGtoazclapnO0XEW9wXqpwm0odttAOqnXok*2gyNZFO-.wXb09oyZ2XSbiWxa2MZkiY20XZWm9hlZDeyIE/8nye2SniRAR2GvHwPCK-.IqPcr92KSTegONRkn*ZTtR*dx7oScLB60XWKaOdLyrUVn13P59rIz2Jlr-.data.tar.gz",45489,53,OK
"Oct 25, 2022 @ 01:26:16.371",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, LFXTa0Z6DaBnP2TNcDiJy1KdbJZwaZzHXow9S227J8Jdw*oLJjkQ9cekB-.Qo6VjIbOhb9eAU7icOppIjaXsDuiOc5d3uBGuLkZ2OQSlzg7RHSC8FE2A-.seu5bdDIUzpKRJ68VtBqWY6r6gZE3fG5S8N66kvQB9uLg5uz6VdHEvaNe-.nLYKPhoEkN6izEqetmTbFaZOnzXCOr44uz*QW3bUVlvtErJMgGZFUsFPn-.data.tar.gz",52664,53,OK
"Oct 25, 2022 @ 01:26:16.350",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 0C8ZHuxGAyYG2ZLWqJk5DWikYOzsKGIb0vAwzN2O2gSmB9k0lbamor2d2-.fnDc1C5S3ejArOVDLNGa3MxKrc76hWYXGRTlo3NqARZjCjPQWp09xxUvG-.hHKujCAOZECxWcYPeMf0LnfOFTHoSg7vP0MU55WLEpT4Xykkng294TsW4-.mbhh4l2Qq2I/UM7gZT4aRZADoJnjEBx3YDCdB3*uGuBF7hedyA6DIWyao-.data.tar.gz",34311,53,OK
"Oct 25, 2022 @ 01:26:16.331",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, XdXrMcaJTzxqmdR/rFjwsaTVVyD8MXbWt5wElVc0U6snPBgE*Km*w6dgg-.zj5*u6WZIO1e*3HXjpN8rip00RNk2XLWEPc/SE3tXbzxz1/yjJu5JhVKc-.54j/VhT9HHaCXaulqYjMNoAmSeQgKvvE5Sj3RLo5DgDmmMx07SJb6NY3g-.3fAnwVbV*bMzx48SL/V2baDMS40mYB0VqIJhquqflTnOCtfI6JUX1S5cE-.data.tar.gz",38912,53,OK
"Oct 25, 2022 @ 01:26:16.313",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Ton0BsFjmQO6LBpEQV6UGz14UO6O3/Fq7Bl1CKcXxVmDJHHOEniEU4ygA-.83uspAUy3t7OHf0JLEnq3*yWxWKxMuGJqu6JptF6gX7*uzCevyax6*pa7-.ANk2YKws7/CJKD2u81SVZV3ar5Hj79gdOrVP*hasCHiqXUfpjj*Tx*rO3-.wcZaFlO46ygpUWVGNepbR6QANBkQw1nwPVVYko574zG95zHgQazEkVZEV-.data.tar.gz",37374,53,OK
"Oct 25, 2022 @ 01:26:16.292",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, ZVD*lGXOBoPWMseR31rmaOw283PQR*/YJ1SEPpFmhAcz7uteUJbrXrTzy-.bY02H3LCrPFJgfx8VRRE18e7raXkiRH6ThOC/XLFSvwrGnfRNI0kcq3XO-.4HwLjjUcT5IvSgvxMvlYoenVytVLBLOXe8cCEeyGDOCr7CbQQW/Am4GcS-.hj5c4n35fny8PCBEflwOdzuJeGiR5j/YziE8viHqLJMtDKSYB7CxVECUW-.data.tar.gz",47488,53,OK
"Oct 25, 2022 @ 01:26:16.274",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 815O//zi9HlnrX3PTOezmemfOjH9C2eeAxaiPqsIb55PYX2xPAEsjfoHJ-.wxL4V/6Phs5sLDkDKlVn9EtpyYMWWnBAPssSKfrQLIRp2hanZquziWgno-.ERdilmPSsKqGe6vDHLNXpWAUmcMcxwYJ9RVw3bG90lc5W4C*AkCh6rMLv-.d2U8cNwiDPOg2PpW3TOekSLlQfXF4AOxcRKPD/xTciUs/7BTPSW7S8VIZ-.data.tar.gz",57204,53,OK
"Oct 25, 2022 @ 01:26:16.253",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 8Rc3ipZ2BGfMZiNqWQfDaLsKzzKdMRxvxIbMWgCxCQA6LiIPwzQpe*71T-.e/TV1sSeVlsQjW0FraGlU2GnTAkrNogKvnqT/pnNgiNIDXypVktmMVmSa-.2cigosRkX9pdCPQycNMtsUrBewDoaHKjy8Ofpwgo*E/iSyyyIyr9h5DH9-.pvPRClHEQGY2DSJPFBRUsrbBIHZsKBum9JzsY2GCt2vjCLg7VbaA9vzy1-.data.tar.gz",38214,53,OK
"Oct 25, 2022 @ 01:26:16.233",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, P5p6T1f5LOblLflfD9RaI1CUWc1eh2xcMuNYL/cqaGKsYl04BhnJaTv8H-.8cd90*FK6T7QjR7kmXpL0sNXAesKg3AC7hHSRIS*9rx7Hf9ry*uQH5f2p-.ckjUhoP0aTnqRjfGqZN2zyiFtq84eyypuNLKiX1JTF3ExsNV*yIGPLLH4-.6mz/m/q*cKgPABGxhqaxDuWOHoXN6El9GBmL/zTzDeyzFUW9EQpCQRv6w-.data.tar.gz",46920,53,OK
"Oct 25, 2022 @ 01:26:16.214",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Ojfz/uLIYxLGQXFZmQVnwAi03UaIWLkQUZieGXPUXzQ9e71eRv/kiyObV-.y6rgV2t2XoBp5YEz2tgPkFFjFS4F58iPCyPONoWLo26*9vLokEVWi*Ow*-.3hC/TuiO8wgMAdacRkjMN3QcbRiwez0qV/9KwENu6UxcDgYMkZDKYcDMc-.XUF*0IvCuAKx3Zp*95F6UbQySPJ2kIY0viTQxHMjLg/1yGwaurgqhX/j1-.data.tar.gz",57958,53,OK
"Oct 25, 2022 @ 01:26:16.192",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, HjvgM*nppbrhNhezmmcbXKs/T6roO3rgdVExgbfZulMMQ*KOEjAr1HJMU-.SP7joSzyQud/Zj/wWLLLO*k1GAtbKW04VW4kkSdIVklEj6vQ2jqMFM02u-.qWpDFKW3vlVrFq67YWr6Jb1GKzlKkWbaluVYQdhWPmJxzCiKWRJ8H*wHC-.EcRaA/RqQcgd6k1Ouf889lpUx0P05Ifvzz77H0v90ccr1OCoUHHEyjDcL-.data.tar.gz",60572,53,OK
"Oct 25, 2022 @ 01:26:16.171",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, klHoyO1JmVvWylAsiwoRW2pJCwv9cjSXdArokt6GJHRDUtiEwUjom5BIy-.RhGmd9j5tZGdGA8GNwr4nKc3l4VL4wnrE*2rI3IvXGijVqrQmKH2kgyNN-.e1My1bTWwixcb6upo8UQv7sXdXXhmtG*wdOP0xkj0XzLQ7mF2X/7tX99F-.8e*hhdeyqOvdmElZ2h1BTLubfKvTlKSWFlX2qlmQ3jLL1mwINP2uEQoOl-.data.tar.gz",59570,53,OK
"Oct 25, 2022 @ 01:26:16.143",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, N4nQ/QhEnd0bZN3IvciScBLdMV4rbw65qtJkAlW5cNhQsrnMvJJhgNGMI-.iEGFZSCOsiEJ15onHfIOY3j0tAftEtgzCz1R58kHGdyonkomyw2y5Xz3R-.lGpEi6XXYMzwLFPKVfKnrj/KZ3fnNez22xQt2zH946bWIUMonJ*9i6jyb-.Ag7UfLDOgAXweGAFBYNsGs/hRsijJPSpm92TWQsmwhZS6MynPD8bOcFNS-.data.tar.gz",39090,53,OK
"Oct 25, 2022 @ 01:26:16.122",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, dMmm0vIH9Zjok8hfrDQ*fQ2z5SWspKOljzLabtSU7fePbi6WGnxRhHeZs-.rCzELR*3qpMzlKzaViZnBNnzLMLXussNUlR6NzOKXRuF7kinRx8V4KUpy-.hPneExkVXuLEzxDWZsWRqa95D77wYFqSUJXMeT/I//HoI1zmUTjxHDjRM-./SGn44OnB1oiYQqQZ8ok9f8ni6LR2fK1VBv1ZWGXzGhU9V8TnyUq752n9-.data.tar.gz",34450,53,OK
